TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,PER_CAPITA_INCOME
0,29,78,0,U,3,08,U,F,,1,N,0,,1131,403,50,0,19,57,20,0,0,A,1,0.125,12.5,0.333,12.5,2,2,10,29,35,3,11.67,15,20,5,20,4,10,24,59,17593
0,53,32,0,U,1,01,U,M,1,1,B,3,,1348,613,83,0,0,0,0,1,0,A,4,0.35,4.57,0.455,4.4,7,5,33,79,82,20,4.1,7,9,2,5,11,22,16,57,20525
0,17,56,0,S,1,12,H,M,7,1,B,1,,2491,498,90,1,41,20,25,0,0,F,1,0.2,13.33,0.143,15,3,1,15,46,65,5,13,5,15,10,15,5,19,5,57,17576
0,89,79,0,S,2,16,H,F,2,0,P,0,6,728,330,57,0,33,33,43,0,0,A,1,0.105,15,0.25,15,2,2,36,96,165,13,12.69,15,20,5,15,10,25,9,79,13621
1,77,,0,S,2,20,U,M,,1,N,0,,1435,423,82,0,43,27,42,1,0,A,1,0.238,11.4,0.3,13.33,5,3,35,88,122,13,9.38,17,20,3,11,11,23,7,69,18160
1,65,49,0,S,1,14,H,M,5,1,P,0,,1102,613,90,0,22,69,5,0,0,A,1,0.063,25,0,0,1,0,14,36,75,3,25,0,25,25,25,4,11,26,56,20557
0,125,63,0,U,2,06,U,M,2,1,B,1,8,876,473,90,1,37,39,21,0,0,A,1,0.056,21,0.125,21,1,1,27,75,99,11,9,16,21,5,21,5,14,18,110,16469
0,29,71,0,C,2,28,H,M,2,1,M,11,,689,288,70,0,41,13,56,0,0,N,1,0.091,15,0.2,15,1,1,9,24,20,2,10,10,15,5,15,3,8,23,56,14904
0,137,71,0,R,1,42,H,M,7,1,B,18,0,1881,426,72,0,24,49,12,1,0,A,2,0.227,29.2,0.182,27,5,2,34,82,282,13,21.69,30,35,5,30,6,15,18,121,20138
0,65,,0,S,1,11,U,M,,0,N,0,,0,0,0,0,0,0,0,0,0,A,2,0.188,25,0.111,30,3,1,25,60,155,6,25.83,10,30,20,25,11,26,18,57,0
1,29,47,0,C,2,29,H,M,5,0,B,0,,692,203,74,0,44,5,67,1,0,A,2,0.188,9,0.25,10,3,2,15,40,38,5,7.6,10,15,5,7,6,15,18,57,14602
1,101,75,0,S,2,18,H,F,2,0,B,10,,917,462,94,0,22,24,35,1,0,A,4,0.238,4.8,0.3,4.33,5,3,27,71,74,14,5.29,7,10,3,5,6,13,20,92,14229
0,89,80,0,T,2,38,H,M,4,0,P,0,8,2459,309,47,0,27,15,67,1,0,A,4,0.35,19.71,0.455,18.6,7,5,38,99,311,22,14.14,25,30,5,20,11,30,18,89,17969
0,137,85,0,R,3,53,U,F,1,0,P,0,0,1259,263,43,0,11,26,42,1,3,A,1,0.333,9.43,0.4,9,7,4,46,111,193,26,7.42,9,11,2,10,10,22,19,126,9748
1,77,54,0,U,2,05,U,F,3,0,B,2,7,376,397,72,0,25,45,35,1,0,A,2,0.19,13.5,0.2,13,4,2,36,94,174,14,12.43,5,15,10,14,11,25,7,73,15260
0,53,59,0,S,2,20,H,M,3,0,P,0,6,1027,331,53,0,29,18,40,0,0,A,1,0.182,26.25,0.091,25,4,1,33,80,210,9,23.33,25,30,5,25,9,23,5,55,13701
0,29,65,0,?,?,.,U,M,6,0,P,0,,745,259,59,0,0,0,0,0,0,N,3,0.231,13.33,0.143,10,3,1,13,36,45,4,11.25,11,16,5,14,6,17,17,55,9966
0,53,,0,C,1,24,U,M,,0,N,0,7,1138,537,72,12,35,56,6,0,0,A,1,0.059,40,0,0,1,0,17,39,120,3,40,0,40,40,40,6,12,25,54,18770
0,65,,0,U,1,01,U,U,,0,N,0,,2750,599,42,0,32,18,51,0,0,A,4,0.235,10.5,0.25,10,4,2,21,62,77,8,9.63,6,11,5,10,6,18,15,57,60625
0,65,,0,T,1,35,H,M,5,1,B,7,9,901,441,89,2,48,55,23,1,19,A,1,0.053,25,0,0,1,0,27,66,112,8,14,30,33,3,25,6,15,18,65,17670
1,137,40,0,S,2,17,H,F,5,0,B,0,5,889,328,36,1,25,48,7,1,1,S,3,0.455,13.9,0.545,14.5,10,6,41,102,224,21,10.67,22,27,5,18,11,29,15,126,13456
0,65,71,0,R,2,43,U,F,2,0,P,0,1,1721,618,95,1,27,35,26,1,1,S,3,0.4,13.5,0.273,14,8,3,33,83,259,23,11.26,15,20,5,10,8,23,9,56,21855
1,53,75,0,S,1,13,U,F,,0,N,0,8,2753,504,77,0,30,27,35,0,0,A,3,0.158,20,0.111,20,3,1,20,50,100,5,20,0,20,20,20,6,14,19,53,24127
0,113,49,0,S,2,17,H,M,1,0,P,0,,730,247,70,19,38,31,18,1,1,S,4,0.263,17.4,0.3,15.67,5,3,34,92,352,24,14.67,15,20,5,12,6,16,17,112,15385
0,65,51,0,S,1,12,H,M,4,1,B,5,9,1024,475,81,0,23,32,27,0,0,A,3,0.211,11.75,0.3,11.67,4,3,32,81,104,10,10.4,10,15,5,15,11,24,17,57,18143
0,137,,0,S,1,11,H,M,7,1,B,18,6,1805,759,79,1,33,54,21,1,1,S,3,0.421,8.38,0.545,7,8,6,36,88,157,29,5.41,15,17,2,9,6,17,24,131,31663
0,77,69,0,T,2,39,H,M,5,1,P,0,5,465,314,63,0,23,29,9,1,0,A,1,0.167,22.5,0,0,2,0,21,67,119,7,17,15,25,10,25,5,21,9,76,11769
0,101,72,0,R,3,51,H,M,2,0,B,0,4,466,266,86,0,25,27,23,0,0,A,1,0.095,17.5,0,0,2,0,27,68,105,8,13.13,15,20,5,20,5,13,26,92,11133
0,53,76,0,R,2,49,H,M,2,0,P,0,2,412,297,80,0,33,32,19,1,0,A,4,0.381,10.38,0.3,11.67,8,3,27,69,135,17,7.94,16,19,3,19,9,23,15,52,12061
0,65,33,0,S,2,20,U,F,2,1,P,0,7,928,387,86,0,23,33,16,1,0,A,1,0.318,14.29,0.455,14,7,5,33,83,282,19,14.84,10,20,10,15,11,23,25,57,18255
1,29,38,0,C,1,24,H,F,5,1,B,4,,1602,459,70,2,25,40,27,1,0,A,2,0.421,20.13,0.6,20.17,8,6,26,78,350,19,18.42,15,25,10,25,11,32,6,53,18855
0,29,,0,U,3,08,U,F,,0,N,0,,1395,190,59,0,14,13,16,1,1,S,3,0.421,6.38,0.5,5.4,8,5,26,66,98,16,6.13,6,11,5,10,11,24,18,53,7178
0,65,,0,?,?,.,U,M,5,0,P,0,5,1287,418,75,0,0,0,0,0,0,A,3,0.158,14.33,0.111,14,3,1,24,66,106,8,13.25,6,16,10,14,6,18,17,55,18427
0,65,,0,U,3,09,U,F,1,0,B,23,3,1507,421,84,0,22,34,48,1,0,A,1,0.211,33.75,0.1,35,4,1,28,69,330,10,33,5,35,30,35,9,20,7,57,12044
0,65,47,0,C,1,24,H,F,3,0,P,0,7,1930,466,80,2,41,34,4,0,0,A,1,0.091,19.5,0.182,19.5,2,2,25,64,78.46,7,11.21,18,23,5,23,6,14,17,56,16892
0,137,49,0,S,1,11,H,M,6,0,B,9,6,1904,568,78,0,33,39,18,1,11,A,1,0.263,9,0.375,9,5,3,40,108,170,23,7.39,8,11,3,9,8,20,15,127,23814
0,125,49,0,S,1,13,H,F,5,1,B,51,9,5856,976,85,0,28,38,37,1,0,A,1,0.091,92.5,0.091,100,2,1,37,94,595,10,59.5,75,100,25,100,6,17,18,123,33638
0,41,61,0,S,1,14,U,M,,0,N,0,,2132,632,92,0,43,37,20,1,0,A,3,0.421,20.75,0.3,20.33,8,3,27,74,330,19,17.37,20,25,5,15,11,29,15,53,27547
0,65,51,0,S,1,14,H,F,7,0,P,0,9,1765,542,94,0,30,34,28,0,0,A,1,0.091,15,0,0,1,0,16,45,47,4,11.75,5,15,10,15,4,12,18,57,19984
0,41,,0,R,2,44,U,M,,0,N,0,,856,176,26,0,39,38,27,0,0,A,2,0.238,14,0.4,15,5,4,26,69,103,8,12.88,10,20,10,10,11,25,19,52,12868
1,53,45,0,S,1,11,H,F,7,1,P,0,7,3260,509,79,11,26,42,17,0,0,A,1,0.063,20,0,0,1,0,17,45,52,4,13,10,20,10,20,6,14,18,52,19165
0,53,68,0,T,1,35,H,M,7,0,M,1,9,1679,776,93,0,21,34,0,0,0,A,1,0.067,25,0,0,1,0,11,33,75,3,25,0,25,25,25,4,11,26,49,26873
1,53,81,0,S,1,13,U,M,,0,N,0,9,5863,1500,85,0,41,7,75,0,0,A,1,0.067,50,0.143,50,1,1,12,35,150,3,50,0,50,50,50,6,13,24,49,174523
1,41,49,0,C,2,25,U,F,1,0,P,0,3,2167,346,92,0,17,55,18,0,0,E,1,0.067,15,0,0,1,0,12,39,49,4,12.25,5,15,10,15,2,10,15,49,27423
0,137,78,0,C,3,31,H,M,1,1,B,33,4,409,114,40,1,36,21,43,1,5,A,1,0.227,13.2,0.364,15,5,4,44,108,227,26,8.73,18,20,2,5,9,22,4,128,8565
1,29,75,0,S,1,13,H,F,4,0,B,30,,5970,1386,94,0,38,16,69,1,0,A,3,0.316,11.67,0.5,12,6,5,24,63,112,11,10.18,15,20,5,11,11,28,6,45,62822
0,17,55,0,?,?,.,U,F,1,0,B,28,,701,241,48,0,0,0,0,0,0,E,1,0.1,15,0.167,15,1,1,9,25,20,2,10,10,15,5,15,2,8,15,44,11437
0,29,45,0,U,2,07,U,F,3,0,P,0,,720,188,28,0,20,35,47,1,0,A,3,0.55,18.55,0.636,19.14,11,7,26,70,306,20,15.3,20,25,5,20,11,28,5,44,10789
0,89,47,0,S,1,14,U,M,,1,N,0,9,3453,1103,84,0,26,51,11,1,0,A,1,0.053,15,0,0,1,0,26,72,62,8,7.75,10,15,5,15,4,11,26,80,48827
1,101,50,0,C,3,30,H,M,5,0,B,29,0,675,163,28,0,37,76,11,1,10,A,1,0.167,8.33,0.125,10,3,1,34,85,121,16,7.56,12,15,3,10,5,14,17,103,7083
0,41,,0,C,2,27,U,M,,0,N,0,,399,241,72,0,33,34,36,0,0,A,1,0.095,26,0.182,26,2,2,22,56,112,5,22.4,12,27,15,27,6,16,20,40,11333
0,137,,0,R,2,45,U,F,2,0,M,14,4,473,265,77,0,16,37,32,1,1,S,4,0.5,6.5,0.545,5.83,10,6,45,104,162,24,6.75,11,12,1,5,11,25,18,123,11454
1,137,67,0,T,1,35,H,F,5,0,B,4,8,1033,427,85,0,19,23,32,1,5,A,1,0.25,12.8,0.364,13.25,5,4,46,107,310,32,9.69,15,17,2,14,11,22,21,127,12145
1,29,67,0,R,2,46,U,U,,0,N,0,,1130,333,61,1,36,29,38,0,0,A,1,0.235,14,0.375,15.33,4,3,17,38,56,4,14,16,26,10,26,7,17,22,33,15654
0,29,,0,?,?,.,U,M,,0,N,0,,2158,308,48,0,0,0,0,0,0,A,1,0.2,13.33,0.5,13.33,3,3,15,40,40,3,13.33,10,20,10,20,5,15,22,33,13797
0,29,78,0,C,3,31,H,M,1,1,B,13,,532,163,27,0,46,34,43,0,0,A,3,0.313,17,0.429,18.33,5,3,18,51,105,6,17.5,20,30,10,30,8,22,17,33,13155
1,125,45,0,C,1,24,H,M,7,1,B,5,8,1668,648,83,0,16,82,0,1,0,A,1,0.333,14.29,0.4,12.5,7,4,37,103,348,26,13.38,15,20,5,20,10,24,5,120,20187
1,29,79,0,S,1,13,H,M,5,1,B,23,,1982,786,90,0,48,11,67,1,0,A,2,0.533,11.38,0.429,13,8,3,21,55,130,11,11.82,9,15,6,12,11,29,6,33,48843
0,29,76,0,T,2,36,H,F,2,1,B,13,,521,304,80,0,37,27,32,0,0,A,1,0.214,11.67,0.333,10,3,2,15,38,35,3,11.67,5,15,10,15,5,15,19,33,13437
0,29,74,0,C,2,27,H,M,2,1,B,1,,406,260,72,3,36,37,27,0,0,A,1,0.111,26,0.125,25,2,1,18,48,67,3,22.33,12,27,15,27,7,18,19,33,13017
0,137,,0,C,2,26,H,M,2,1,B,33,,2262,227,59,0,26,30,35,1,1,S,3,0.353,5,0.5,4.5,6,4,25,60,84,18,4.67,7,10,3,10,4,10,18,130,14996
1,41,,0,T,3,41,U,M,,0,N,0,,417,131,27,0,0,0,0,1,4,A,1,0.211,14.25,0.333,12.33,4,3,27,71,104,8,13,15,20,5,17,8,20,7,45,6858
0,65,79,0,C,3,33,U,M,1,1,B,2,8,613,157,51,0,49,36,18,1,1,S,3,0.5,10,0.545,10,10,6,26,64,225,25,9,5,10,5,10,5,11,17,65,15708
0,89,,0,?,?,.,U,U,1,1,P,0,4,950,244,67,2,25,34,31,1,0,A,2,0.238,11,0.4,11.25,5,4,41,104,214,19,11.26,15,20,5,15,11,25,17,89,9872
1,77,,0,C,2,27,H,M,5,1,B,7,9,860,358,83,0,35,22,13,1,0,A,4,0.381,7.25,0.6,7.67,8,6,32,88,194,21,9.24,13,16,3,9,11,25,4,75,14984
0,29,43,0,S,1,12,U,F,5,0,P,0,,1072,517,91,1,35,50,26,0,0,N,1,0.214,16.67,0.167,20,3,1,15,39,50,3,16.67,10,20,10,20,6,15,23,32,22262
0,65,57,0,T,2,36,U,F,5,0,P,0,5,757,247,74,0,42,29,38,1,13,A,1,0.095,18,0.1,20,2,1,28,73,118,11,10.73,15,20,5,15,8,22,18,57,9829
0,89,55,0,T,1,34,H,M,7,0,B,17,9,820,489,87,5,21,46,17,1,4,A,1,0.381,8.88,0.5,8.4,8,5,33,85,196,26,7.54,9,12,3,10,8,20,18,88,20659
0,29,,0,?,?,.,U,M,,0,N,0,,745,429,73,0,0,0,0,1,0,A,2,0.375,21.67,0.625,24,6,5,22,56,180,8,22.5,23,33,10,27,11,26,17,32,13502
0,101,43,0,T,2,38,H,U,6,1,B,2,6,713,343,16,0,18,42,7,1,1,S,3,0.353,10,0.333,10,6,3,25,61,96,13,7.38,12,15,3,12,6,15,16,101,17048
0,29,57,0,T,2,40,H,F,5,0,P,0,,1162,363,82,0,40,40,42,1,0,A,4,0.4,10.67,0.857,10.67,6,6,21,56,113,13,8.69,12,16,4,10,11,28,6,32,13579
0,125,82,0,U,2,07,U,M,,0,N,0,3,1759,326,37,0,20,33,12,1,1,S,2,0.25,9,0.4,8.75,5,4,36,87,198,27,7.33,7,10,3,10,6,14,16,123,11581
1,89,49,0,S,2,18,H,M,5,0,P,0,,1519,346,45,1,24,45,19,1,0,A,2,0.235,10.75,0.429,12.67,4,3,25,67,92,9,10.22,11,16,5,12,5,14,15,85,14162
0,41,60,0,C,2,28,H,F,5,1,B,1,4,629,262,60,0,43,39,43,1,0,A,1,0.286,14.33,0.4,13.75,6,4,25,63,112,8,14,15,20,5,20,11,24,15,44,12706
0,125,76,0,R,2,47,U,M,1,1,M,20,0,557,186,76,0,30,19,48,1,1,S,4,0.5,3.18,0.364,3.5,11,4,34,88,97,32,3.03,3,5,2,3,8,18,16,122,10179
0,29,73,0,U,3,08,U,M,2,0,B,18,,595,305,58,0,30,31,55,1,0,A,3,0.25,17.5,0.375,16.67,4,3,19,45,110,7,15.71,10,20,10,20,8,20,7,32,11830
1,137,81,0,U,3,09,H,M,4,1,B,1,1,1032,305,39,0,33,35,26,1,0,A,2,0.368,9,0.4,8.25,7,4,35,98,214.5,31,6.92,12,15,3,10,9,25,6,123,18324
1,29,72,0,T,1,35,H,M,5,1,M,2,,3461,404,78,0,41,32,32,0,0,A,1,0.2,18.33,0.286,20,3,2,17,44,55,3,18.33,10,25,15,25,7,17,23,33,17618
1,89,39,0,T,1,35,U,F,3,1,M,1,3,1133,615,90,0,34,42,20,0,0,A,1,0.105,15,0.125,15,2,1,25,73,80,6,13.33,5,15,10,15,6,16,19,87,22163
0,65,81,0,T,2,38,H,F,2,1,B,6,,1104,370,49,2,36,32,22,1,0,A,3,0.444,4.88,0.636,5.14,8,7,21,47,68,15,4.53,8,9,1,5,6,12,22,57,18621
1,17,39,0,S,1,15,H,F,7,0,B,12,,2670,394,35,1,16,39,18,0,0,F,1,0.25,35,0.4,37.5,3,2,14,41,105,3,35,25,50,25,30,9,24,15,29,24896
0,29,37,0,T,1,34,H,F,7,1,B,2,,2354,355,52,1,35,32,33,1,0,A,2,0.222,11.75,0.375,11.67,4,3,18,47,47,4,11.75,5,15,10,15,8,19,21,33,38707
0,113,76,0,?,?,.,U,M,,1,N,0,7,2677,558,95,0,0,0,0,1,12,A,1,0.2,10.5,0.444,10.5,4,4,31,77,95,9,10.56,12,15,3,15,7,18,17,105,20932
0,113,,0,T,2,40,U,F,6,0,B,0,,680,408,90,0,27,32,21,1,0,A,2,0.273,6.17,0.364,6.75,6,4,31,74,80,16,5,8,10,2,10,6,15,17,102,14304
0,77,52,0,U,2,07,H,F,5,1,B,1,6,3002,265,55,0,17,0,58,1,0,A,4,0.3,6.33,0.2,5.5,6,2,28,79,132,13,10.15,20,25,5,11,7,24,10,68,12323
0,17,61,0,R,2,46,H,M,4,1,B,2,,694,244,82,1,38,29,43,0,0,N,3,0.308,12,0.333,13,4,2,13,42,48,4,12,6,16,10,12,8,23,15,29,11060
0,17,63,0,C,2,29,H,M,3,0,P,0,,694,244,62,0,69,4,89,0,0,N,3,0.2,8.33,0.25,7.5,3,2,15,38,36,5,7.2,5,10,5,6,5,13,15,45,17285
0,125,51,0,T,1,35,H,M,5,1,B,3,7,1407,509,88,0,31,41,14,1,11,A,1,0.105,10.5,0.222,10.5,2,2,35,95,341,34,10.03,11,15,4,11,7,16,24,125,21052
1,137,75,0,U,1,02,U,F,,0,N,0,5,1368,379,84,0,38,41,37,1,1,S,3,0.4,6.75,0.273,7.67,8,3,45,111,161,29,5.55,6,9,3,6,13,31,6,128,23121
0,89,80,0,U,1,01,H,F,7,0,B,5,9,5315,483,39,0,18,19,42,1,0,A,2,0.238,8.6,0.2,10.5,5,2,33,83,118,16,7.38,9,12,3,7,11,23,16,86,42350
1,137,73,0,S,1,14,U,F,6,0,P,0,9,3556,735,94,1,37,25,28,1,1,S,3,0.45,8.67,0.2,9,9,2,42,106,294,40,7.35,9,12,3,8,11,25,11,129,34382
0,77,73,0,S,2,18,H,M,4,1,M,18,8,599,342,62,0,32,41,9,1,1,S,1,0.364,36.25,0.182,32.5,8,2,34,90,492,16,30.75,35,50,15,40,11,28,16,75,13232
0,41,,0,S,1,14,U,M,,0,N,0,,1213,591,98,0,33,32,53,1,0,A,4,0.263,8,0.375,8.67,5,3,17,44,50,7,7.14,5,10,5,10,6,14,17,38,24571
0,29,,0,R,2,43,H,M,6,0,B,0,,605,218,67,3,32,51,13,1,0,E,4,0.333,12,0.5,11.67,5,3,13,42,75,6,12.5,5,15,10,15,4,15,16,33,11046
0,29,57,0,C,3,31,U,F,1,1,M,12,,543,222,48,0,43,22,48,0,0,A,3,0.4,14,0.286,11,6,2,20,52,94,7,13.43,10,20,10,20,11,25,17,29,10880
1,113,,0,?,?,.,U,F,3,1,M,2,,871,381,77,0,0,0,0,1,4,A,1,0.579,7.82,0.7,7,11,7,36,88,384,49,7.84,9,12,3,8,9,25,4,106,16559
1,65,52,0,C,2,27,H,M,4,1,B,5,8,852,426,87,0,41,54,10,1,0,A,2,0.273,19.67,0.364,20.75,6,4,31,85,251,13,19.31,18,28,10,20,11,27,7,64,14762
0,41,,0,T,2,39,U,M,5,0,P,0,,649,290,62,34,29,36,26,1,0,A,4,0.5,6.44,0.444,5.5,9,4,23,62,94,15,6.27,6,9,3,5,11,26,15,40,13872
0,113,87,0,C,2,25,U,M,,0,N,0,3,1102,418,66,1,30,41,28,1,0,A,1,0.136,16.33,0.182,15.5,3,2,37,87,178,14,12.71,15,20,5,18,8,18,25,110,20604
0,65,57,0,S,1,14,U,F,7,1,P,0,3,828,318,61,3,37,52,18,1,1,S,2,0.3,9.67,0.364,9.5,6,4,25,60,156,20,7.8,7,10,3,10,6,14,25,57,14887
1,113,47,0,C,3,31,H,M,5,0,P,0,,1126,243,27,0,0,0,0,1,1,S,3,0.286,24.17,0.364,24,6,4,36,98,832,40,20.8,30,35,5,25,11,25,18,110,8614
1,137,73,0,S,2,18,H,M,2,0,B,0,7,839,363,73,0,22,34,20,1,1,S,2,0.3,8.83,0.5,9.2,6,5,39,93,234,31,7.55,11,14,3,9,10,26,8,126,15463
1,137,77,0,R,2,46,H,M,2,1,B,1,2,655,258,89,0,43,12,53,1,4,A,1,0.294,16.6,0.556,16.6,5,5,33,77,291,15,19.4,30,40,10,12,11,25,17,112,13780
1,113,78,1,R,2,49,H,F,3,1,B,0,1,198,193,76,0,22,27,36,1,13,A,1,0.158,12.33,0.2,10,3,2,34,81,139,15,9.27,14,17,3,10,11,27,5,105,8898
0,101,,0,T,2,36,U,U,2,1,M,2,6,463,253,64,0,36,23,37,1,6,A,1,0.25,10.5,0.286,10,4,2,28,78,126,13,9.69,10,15,5,7,9,19,19,93,12483
0,137,43,0,R,2,47,H,F,4,0,P,0,,475,241,78,0,27,23,28,1,1,S,4,0.389,10.14,0.333,10.33,7,3,32,69,133,17,7.82,8,11,3,11,10,21,18,124,12442
0,41,45,0,S,1,12,U,F,3,1,B,2,8,1566,538,85,0,23,50,26,1,0,A,3,0.318,10.57,0.364,10.25,7,4,23,55,101,11,9.18,7,12,5,12,11,24,18,45,20755
1,101,67,0,T,2,38,H,F,3,0,P,0,5,923,299,85,0,29,30,39,1,1,S,2,0.333,8.57,0.636,8.57,7,7,35,90,213,28,7.61,9,12,3,8,11,29,11,97,15965
1,65,37,0,?,?,.,H,M,7,1,B,0,7,1006,282,54,0,0,0,0,1,1,S,4,0.368,4.43,0.6,4.5,7,6,25,59,61,15,4.07,3,6,3,4,9,21,12,63,19466
0,17,,0,R,2,46,U,U,,0,N,0,,492,244,79,0,36,33,45,0,0,F,1,0.333,21.5,1,21.5,2,2,12,30,63,3,21,3,23,20,20,10,23,6,21,10818
1,41,24,0,T,2,36,H,M,3,1,B,38,,564,217,64,0,33,30,50,1,1,S,4,0.45,12.11,0.7,11.71,9,7,18,45,114,10,11.4,14,17,3,15,8,21,11,38,12315
0,77,79,0,R,2,46,H,F,2,0,P,0,,572,224,79,0,46,21,38,1,0,A,4,0.316,5.5,0.444,5.25,6,4,21,56,68,13,5.23,4,7,3,5,8,18,7,76,9363
1,77,65,0,C,2,29,H,M,6,1,B,0,6,878,285,91,0,53,12,71,1,1,S,1,0.286,16.67,0.455,16,6,5,29,76,178,17,10.47,22.5,25,2.5,25,11,26,6,69,16534
0,113,67,0,R,2,44,U,M,1,1,B,1,5,970,274,88,0,35,33,39,1,1,S,2,0.263,12.8,0.364,14.25,5,4,35,86,144,16,9,12,15,3,7,11,24,15,110,14747
0,29,,0,R,1,42,H,F,4,0,P,0,,863,373,80,8,37,46,19,0,0,N,2,0.182,12.5,0.4,12.5,2,2,15,40,55,3,18.33,20,30,10,10,11,23,20,24,13693
0,77,53,0,S,2,17,H,F,5,1,B,10,2,843,290,48,0,34,34,18,1,7,A,1,0.176,18.33,0.375,18.33,3,3,25,70,160,9,17.78,15,25,10,20,11,27,6,75,11988
0,41,,0,S,1,15,U,M,,0,N,0,,758,366,37,1,21,32,22,1,1,S,3,0.471,8.75,0.75,8.67,8,6,19,52,73,10,7.3,12,13,1,13,11,25,13,41,17310
1,137,57,0,U,1,02,H,F,5,0,B,2,6,1778,411,65,0,27,28,27,1,1,S,2,0.35,7.86,0.545,7.67,7,6,37,96,235,36,6.53,8,11,3,3,9,23,12,126,18236
0,89,59,0,T,2,39,H,F,3,1,B,2,3,507,260,75,0,22,29,30,1,1,S,4,0.579,6.73,0.7,7,11,7,28,72,134,20,6.7,8,11,3,3,8,21,11,89,12533
0,65,,0,T,3,41,U,M,3,0,B,0,3,447,209,72,0,20,25,18,1,1,S,4,0.476,4.4,0.636,4.29,10,7,23,64,117,28,4.18,6,8,2,2,7,14,11,65,10378
0,89,,0,C,3,33,H,F,2,1,B,6,4,589,256,93,0,53,0,89,0,0,A,1,0.105,10,0.25,10,2,2,26,66,92,10,9.2,10,15,5,5,8,16,21,86,15455
1,65,,0,?,?,.,U,M,,0,N,0,,817,488,95,0,0,0,0,0,0,A,4,0.333,6,0.3,6.67,7,3,27,66,80,15,5.33,7,10,3,7,11,26,7,62,18712
0,89,80,0,U,1,03,U,F,,0,N,0,7,3500,332,42,0,13,25,41,1,7,A,1,0.316,8.17,0.3,9,6,3,29,83,204,23,8.87,22,25,3,10,10,26,13,81,18359
1,137,,0,R,2,45,U,F,,0,N,0,3,257,251,72,0,34,30,33,0,0,A,1,0.2,8,0.4,8,2,2,18,51,181,14,12.93,22,25,3,10,7,17,5,123,11934
1,89,16,0,S,2,20,H,F,1,1,B,13,7,634,336,70,0,32,3,58,1,1,S,3,0.381,4.63,0.545,4.5,8,6,31,81,119,31,3.84,9,10,1,3,10,22,16,88,14507
1,113,66,0,S,2,18,U,M,,0,N,0,5,2170,412,83,0,20,7,71,1,1,S,2,0.2,26.25,0.273,25,4,3,35,95,580,15,38.67,55,75,20,25,11,25,9,113,16335
0,89,51,0,T,2,39,H,F,3,1,B,1,8,591,280,62,0,39,38,17,1,0,A,4,0.318,11,0.455,10.4,7,5,32,83,198,17,11.65,11,16,5,10,11,27,9,87,11294
0,137,37,0,C,2,27,U,U,1,0,P,0,7,976,479,65,0,30,70,4,1,1,S,3,0.4,5,0.455,4.6,8,5,36,86,103,26,3.96,8,10,2,5,10,20,15,127,15723
0,41,84,0,C,2,26,U,F,2,1,M,0,,75,224,8,0,29,34,32,0,0,A,1,0.105,13,0.2,13,2,2,21,49,71,5,14.2,6,16,10,16,11,22,21,41,18798
1,53,43,0,T,1,35,U,M,5,1,M,5,9,1408,611,93,0,32,28,22,1,0,A,4,0.5,5,0.778,5.57,9,7,23,60,64,14,4.57,8,10,2,4,11,26,12,53,21203
1,65,49,0,T,1,35,H,M,7,1,B,2,9,1596,549,92,0,24,34,20,1,0,A,1,0.105,15,0.111,10,2,1,26,66,87,8,10.88,15,20,5,12,11,23,8,63,23345
0,89,47,0,T,2,39,H,M,2,1,P,0,,929,327,81,3,38,31,7,1,0,A,3,0.455,14.2,0.5,17.5,5,2,20,56,82,8,10.25,17,20,3,15,11,30,12,79,12995
0,65,44,0,C,3,30,U,M,,0,N,0,,397,207,60,0,16,35,39,1,0,A,4,0.45,5.11,0.556,4.6,9,5,18,45,61,12,5.08,4,7,3,5,7,14,15,54,10682
1,5,,0,T,2,36,U,U,,1,N,0,,588,233,91,0,53,8,61,0,0,N,3,0.4,7.5,0.5,10,2,1,6,21,25,3,8.33,5,10,5,10,5,16,18,21,10309
0,53,49,0,R,1,42,U,F,,0,N,0,6,1279,400,71,0,47,20,44,1,5,A,1,0.227,20.2,0.273,16,5,3,25,62,185,9,20.56,18,28,10,12,10,23,8,52,22159
